,City,State,Date,Ct_Value,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalCases_100k_inhab,TotalDeaths_100k_inhab,TotalDeaths_by_TotalCases,Vax_AllDoses,Vax_Dose1,Vax_Dose2,Vax_Dose3,Vax_Dose4,Hosp_Count,Hosp_Deaths,Hosp_Death_Rate,Aver_Hosp_Stay,Stringency_Index,Total_Pop_2022,Proportion_Rural_Pop,Municipal_HDI_Overall,Municipal_HDI_Longevity_Dimension,Municipal_HDI_Educational_Dimension,Municipal_HDI_Income_Dimension,Proportion_Poor,Gini_Coefficient,Theil_Index,Latitude,Longitude
26202,Rio de Janeiro,RJ,2020-03-20,30.93,56,0,0,0,0.00056,0.0,0.0,0,0,0,0,0,20348.0,1513.0,74.44,8.1,66.2,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26203,Rio de Janeiro,RJ,2020-03-21,30.93,99,43,0,0,0.00099,0.0,0.0,0,0,0,0,0,20348.0,1513.0,74.44,8.1,71.76,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26204,Rio de Janeiro,RJ,2020-03-22,30.93,168,69,0,0,0.00168,0.0,0.0,0,0,0,0,0,20348.0,1513.0,74.44,8.1,71.76,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26205,Rio de Janeiro,RJ,2020-03-23,30.93,212,44,1,1,0.00212,1e-05,0.0047169811320754,0,0,0,0,0,20348.0,1513.0,74.44,8.1,71.76,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26206,Rio de Janeiro,RJ,2020-03-24,30.93,276,64,3,2,0.00276,3e-05,0.0108695652173913,0,0,0,0,0,20348.0,1513.0,74.44,8.1,71.76,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26207,Rio de Janeiro,RJ,2020-03-25,19.41,331,55,5,2,0.00331,5e-05,0.0151057401812688,0,0,0,0,0,20348.0,1513.0,74.44,8.1,71.76,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26208,Rio de Janeiro,RJ,2020-03-26,24.76333,368,37,6,1,0.00368,6e-05,0.0163043478260869,0,0,0,0,0,20348.0,1513.0,74.44,8.1,71.76,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26209,Rio de Janeiro,RJ,2020-03-27,25.40857,431,63,6,0,0.00431,6e-05,0.0139211136890951,0,0,0,0,0,20348.0,1513.0,74.44,8.1,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26210,Rio de Janeiro,RJ,2020-03-28,33.33,489,58,9,3,0.00489,9e-05,0.0184049079754601,0,0,0,0,0,20348.0,1513.0,74.44,8.1,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26211,Rio de Janeiro,RJ,2020-03-29,23.145,516,27,13,4,0.00516,0.00013,0.0251937984496124,0,0,0,0,0,20348.0,1513.0,74.44,8.1,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26212,Rio de Janeiro,RJ,2020-03-30,17.48,553,37,13,0,0.00553,0.00013,0.023508137432188,0,0,0,0,0,20348.0,1513.0,74.44,8.1,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26213,Rio de Janeiro,RJ,2020-03-31,20.062916666666666,586,33,18,5,0.00586,0.00018,0.030716723549488,0,0,0,0,0,20348.0,1513.0,74.44,8.1,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26214,Rio de Janeiro,RJ,2020-04-01,22.645833333333336,697,111,20,2,0.00697,0.0002,0.0286944045911047,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26215,Rio de Janeiro,RJ,2020-04-02,25.22875,798,101,31,11,0.00798,0.00031,0.0388471177944862,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26216,Rio de Janeiro,RJ,2020-04-03,25.30444,867,69,36,5,0.00867,0.00036,0.0415224913494809,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26217,Rio de Janeiro,RJ,2020-04-04,25.1325,982,115,38,2,0.00982,0.00038,0.0386965376782077,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26218,Rio de Janeiro,RJ,2020-04-05,25.535186666666668,1068,86,42,4,0.01068,0.00042,0.0393258426966292,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26219,Rio de Janeiro,RJ,2020-04-06,25.937873333333332,1110,42,47,5,0.0111,0.00047,0.0423423423423423,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26220,Rio de Janeiro,RJ,2020-04-07,26.34056,1251,141,59,12,0.01251,0.00059,0.0471622701838529,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26221,Rio de Janeiro,RJ,2020-04-08,23.38171,1449,198,73,14,0.01449,0.00073,0.0503795721187025,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26222,Rio de Janeiro,RJ,2020-04-09,23.515,1633,184,82,9,0.01633,0.00082,0.0502143294549908,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26223,Rio de Janeiro,RJ,2020-04-10,24.33593,1808,175,92,10,0.01808,0.00092,0.0508849557522123,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26224,Rio de Janeiro,RJ,2020-04-11,21.9756,1905,97,98,6,0.01905,0.00098,0.0514435695538057,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26225,Rio de Janeiro,RJ,2020-04-12,24.49424,1996,91,106,8,0.01996,0.00106,0.0531062124248497,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26226,Rio de Janeiro,RJ,2020-04-13,21.56857,2322,326,115,9,0.02322,0.00115,0.049526270456503,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26227,Rio de Janeiro,RJ,2020-04-14,21.69857,2393,71,140,25,0.02393,0.0014,0.058503969912244,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26228,Rio de Janeiro,RJ,2020-04-15,24.51209,2519,126,167,27,0.02519,0.00167,0.0662961492655815,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26229,Rio de Janeiro,RJ,2020-04-16,21.43,2659,140,195,28,0.02659,0.00195,0.0733358405415569,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26230,Rio de Janeiro,RJ,2020-04-17,22.78078,2946,287,219,24,0.02946,0.00219,0.0743380855397148,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26231,Rio de Janeiro,RJ,2020-04-18,26.15324,3059,113,237,18,0.03059,0.00237,0.0774762994442628,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26232,Rio de Janeiro,RJ,2020-04-19,24.037,3126,67,245,8,0.03126,0.00245,0.0783749200255918,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26233,Rio de Janeiro,RJ,2020-04-20,25.38239,3243,117,257,12,0.03243,0.00257,0.0792476102374344,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26234,Rio de Janeiro,RJ,2020-04-21,26.72778,3587,344,283,26,0.03587,0.00283,0.0788960133816559,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26235,Rio de Janeiro,RJ,2020-04-22,28.34778,3656,69,303,20,0.03656,0.00303,0.0828774617067833,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26236,Rio de Janeiro,RJ,2020-04-23,20.31,4027,371,322,19,0.04027,0.00322,0.0799602681897194,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26237,Rio de Janeiro,RJ,2020-04-24,26.89593,4091,64,347,25,0.04091,0.00347,0.0848203373258372,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26238,Rio de Janeiro,RJ,2020-04-25,24.545,4481,390,367,20,0.04481,0.00367,0.0819013613032805,0,0,0,0,0,17366.0,1704.0,98.81,8.2,74.54,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26239,Rio de Janeiro,RJ,2020-04-26,25.425835,4498,17,382,15,0.04498,0.00382,0.084926634059582,0,0,0,0,0,17366.0,1704.0,98.81,8.2,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26240,Rio de Janeiro,RJ,2020-04-27,26.30667,5261,763,405,23,0.05261,0.00405,0.0769815624406006,0,0,0,0,0,17366.0,1704.0,98.81,8.2,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26241,Rio de Janeiro,RJ,2020-04-28,23.59714,5554,293,456,51,0.05554,0.00456,0.0821029888368743,0,0,0,0,0,17366.0,1704.0,98.81,8.2,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26242,Rio de Janeiro,RJ,2020-04-29,26.57469,5689,135,496,40,0.05689,0.00496,0.0871857971523993,0,0,0,0,0,17366.0,1704.0,98.81,8.2,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26243,Rio de Janeiro,RJ,2020-04-30,24.135,5903,214,535,39,0.05903,0.00535,0.0906318820938505,0,0,0,0,0,17366.0,1704.0,98.81,8.2,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26244,Rio de Janeiro,RJ,2020-05-01,24.3185,6189,286,574,39,0.06189,0.00574,0.0927451930845047,0,0,0,0,0,18916.0,2344.0,12.39,8.7,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26245,Rio de Janeiro,RJ,2020-05-02,25.32618,6448,259,603,29,0.06448,0.00603,0.0935173697270471,0,0,0,0,0,18916.0,2344.0,12.39,8.7,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26246,Rio de Janeiro,RJ,2020-05-03,25.66636,6750,302,631,28,0.0675,0.00631,0.0934814814814814,0,0,0,0,0,18916.0,2344.0,12.39,8.7,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26247,Rio de Janeiro,RJ,2020-05-04,28.5275,7283,533,670,39,0.07283,0.0067,0.0919950569820129,0,0,0,0,0,18916.0,2344.0,12.39,8.7,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26248,Rio de Janeiro,RJ,2020-05-05,28.095,7832,549,713,43,0.07832,0.00713,0.0910367722165475,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26249,Rio de Janeiro,RJ,2020-05-06,24.77882,8577,745,764,51,0.08577,0.00764,0.0890754343010376,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26250,Rio de Janeiro,RJ,2020-05-07,24.87188,9051,474,919,155,0.09051,0.00919,0.1015357419069716,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26251,Rio de Janeiro,RJ,2020-05-08,26.4505,9672,621,1002,83,0.09672,0.01002,0.1035980148883374,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26252,Rio de Janeiro,RJ,2020-05-09,25.404,10479,807,1092,90,0.10479,0.01092,0.1042084168336673,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26253,Rio de Janeiro,RJ,2020-05-10,25.78211,10520,41,1126,34,0.1052,0.01126,0.1070342205323194,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26254,Rio de Janeiro,RJ,2020-05-11,28.005,10619,99,1172,46,0.10619,0.01172,0.1103682079291835,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26255,Rio de Janeiro,RJ,2020-05-12,26.47263,10816,197,1279,107,0.10816,0.01279,0.1182507396449704,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26256,Rio de Janeiro,RJ,2020-05-13,26.49548,11026,210,1363,84,0.11026,0.01363,0.1236169054961001,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26257,Rio de Janeiro,RJ,2020-05-14,29.85,11264,238,1509,146,0.11264,0.01509,0.1339666193181818,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26258,Rio de Janeiro,RJ,2020-05-15,27.11,11715,451,1631,122,0.11715,0.01631,0.1392232180964575,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26259,Rio de Janeiro,RJ,2020-05-16,30.75286,12295,580,1751,120,0.12295,0.01751,0.1424156161041073,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26260,Rio de Janeiro,RJ,2020-05-17,27.76,12921,626,1841,90,0.12921,0.01841,0.1424812321027784,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26261,Rio de Janeiro,RJ,2020-05-18,28.39773,13443,522,1960,119,0.13443,0.0196,0.1458007885144685,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26262,Rio de Janeiro,RJ,2020-05-19,30.44083,14531,1088,2135,175,0.14531,0.02135,0.146927258963595,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26263,Rio de Janeiro,RJ,2020-05-20,28.05429,17066,2535,2249,114,0.17066,0.02249,0.1317824915035743,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26264,Rio de Janeiro,RJ,2020-05-21,28.10143,18743,1677,2376,127,0.18743,0.02376,0.1267673264685482,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26265,Rio de Janeiro,RJ,2020-05-22,25.09895,20161,1418,2520,144,0.20161,0.0252,0.1249937999107187,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26266,Rio de Janeiro,RJ,2020-05-23,24.037,21043,882,2702,182,0.21043,0.02702,0.1284037447132062,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26267,Rio de Janeiro,RJ,2020-05-24,27.14571,21775,732,2755,53,0.21775,0.02755,0.1265212399540757,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26268,Rio de Janeiro,RJ,2020-05-25,23.96667,22466,691,2831,76,0.22466,0.02831,0.1260126413246683,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26269,Rio de Janeiro,RJ,2020-05-26,25.51636,23290,824,2978,147,0.2329,0.02978,0.1278660369257191,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26270,Rio de Janeiro,RJ,2020-05-27,27.83792,24750,1460,3135,157,0.2475,0.03135,0.1266666666666666,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26271,Rio de Janeiro,RJ,2020-05-28,32.231,25974,1224,3293,158,0.25974,0.03293,0.1267806267806268,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26272,Rio de Janeiro,RJ,2020-05-29,25.24923,27311,1337,3430,137,0.27311,0.0343,0.1255904214419098,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26273,Rio de Janeiro,RJ,2020-05-30,29.81111,28481,1170,3525,95,0.28481,0.03525,0.1237667216740985,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26274,Rio de Janeiro,RJ,2020-05-31,29.35769,29157,676,3578,53,0.29157,0.03578,0.1227149569571629,0,0,0,0,0,18916.0,2344.0,12.39,8.7,81.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26275,Rio de Janeiro,RJ,2020-06-01,21.65,30014,857,3671,93,0.30014,0.03671,0.1223095888585326,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26276,Rio de Janeiro,RJ,2020-06-02,29.96833,31204,1190,3828,157,0.31204,0.03828,0.1226765799256505,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26277,Rio de Janeiro,RJ,2020-06-03,27.90591,32951,1747,4055,227,0.32951,0.04055,0.1230615155837455,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26278,Rio de Janeiro,RJ,2020-06-04,28.56,33695,744,4231,176,0.33695,0.04231,0.1255675916308057,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26279,Rio de Janeiro,RJ,2020-06-05,24.92286,35043,1348,4309,78,0.35043,0.04309,0.1229632166195816,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26280,Rio de Janeiro,RJ,2020-06-06,29.91,35703,660,4401,92,0.35703,0.04401,0.1232669523569447,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26281,Rio de Janeiro,RJ,2020-06-07,27.675,36115,412,4462,61,0.36115,0.04462,0.1235497715630624,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26282,Rio de Janeiro,RJ,2020-06-08,25.44,36893,778,4516,54,0.36893,0.04516,0.1224080448865638,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26283,Rio de Janeiro,RJ,2020-06-09,25.544665000000002,37903,1010,4599,83,0.37903,0.04599,0.1213360420019523,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26284,Rio de Janeiro,RJ,2020-06-10,25.64933,38960,1057,4716,117,0.3896,0.04716,0.121047227926078,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26285,Rio de Janeiro,RJ,2020-06-11,31.82167,40017,1057,4850,134,0.40017,0.0485,0.1211984906414773,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26286,Rio de Janeiro,RJ,2020-06-12,28.428,40504,487,4877,27,0.40504,0.04877,0.1204078609520047,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26287,Rio de Janeiro,RJ,2020-06-13,26.9185,41411,907,4993,116,0.41411,0.04993,0.1205718287411557,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26288,Rio de Janeiro,RJ,2020-06-14,25.409,41768,357,5043,50,0.41768,0.05043,0.1207383642980272,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26289,Rio de Janeiro,RJ,2020-06-15,23.8995,42385,617,5090,47,0.42385,0.0509,0.1200896543588533,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26290,Rio de Janeiro,RJ,2020-06-16,22.39,43874,1489,5239,149,0.43874,0.05239,0.1194101290057893,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26291,Rio de Janeiro,RJ,2020-06-17,29.74,45978,2104,5343,104,0.45978,0.05343,0.116207751533342,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26292,Rio de Janeiro,RJ,2020-06-18,22.45,46255,277,5508,165,0.46255,0.05508,0.1190790184844881,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26293,Rio de Janeiro,RJ,2020-06-19,25.1625,48753,2498,5632,124,0.48753,0.05632,0.1155210961376735,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26294,Rio de Janeiro,RJ,2020-06-20,28.3475,50129,1376,5791,159,0.50129,0.05791,0.1155219533603303,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26295,Rio de Janeiro,RJ,2020-06-21,26.565,50430,301,5832,41,0.5043,0.05832,0.1156454491374182,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26296,Rio de Janeiro,RJ,2020-06-22,28.23833,50922,492,5875,43,0.50922,0.05875,0.1153725305368995,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26297,Rio de Janeiro,RJ,2020-06-23,39.6,52325,1403,6000,125,0.52325,0.06,0.1146679407548972,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26298,Rio de Janeiro,RJ,2020-06-24,35.972857142857144,53307,982,6087,87,0.53307,0.06087,0.1141876301423828,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26299,Rio de Janeiro,RJ,2020-06-25,32.34571428571429,54169,862,6161,74,0.54169,0.06161,0.1137366390370876,0,0,0,0,0,19577.0,2364.0,12.08,8.4,77.31,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
